			STT	STT	NT	NT	Cluster	Cluster	XC	XC	BRKGA-STT	BRKGA-Cluster	BRKGA-A	Best Upper Bound	Optimum
Geographic Distribution	case	Instance	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	CPU (s)	object funcion value	object funcion value	object funcion value	object funcion value	object funcion value
RAD	13	6	5256.03662	0.135	5188.03125	0.140	5197.03418	0.225	5162.04590	0.120	5311.03174	5261.02783	5273.03565	5478.13216	
RAD	13	7	5519.02930	0.165	5432.02441	0.150	5455.02783	0.210	5441.03320	0.130	5557.02734	5495.02539	5526.03076	5662.15770	
RAD	13	8	5312.02539	0.160	5240.02734	0.160	5249.02588	0.280	5252.03418	0.125	5342.02490	5296.02490	5319.02588	5436.14840	
RAD	13	9	5338.03711	0.170	5250.03076	0.170	5292.03223	0.305	5258.04150	0.155	5383.03565	5328.03272	5356.03125	5490.15598	
RAD	13	10	5297.03027	0.165	5225.02588	0.155	5244.02344	0.320	5220.03516	0.135	5322.02832	5296.02588	5309.03174	5434.15240	
RAD	13	11	5316.02441	0.155	5243.02441	0.155	5243.02588	0.215	5208.02979	0.125	5337.02441	5294.02100	5324.02490	5420.15776	
RAD	13	12	5369.02539	0.195	5293.02490	0.150	5314.02441	0.190	5307.03320	0.135	5391.02588	5348.02637	5374.02783	5492.14968	
RAD	13	13	5261.03906	0.180	5191.04004	0.145	5205.03662	0.190	5147.04883	0.120	5325.03809	5259.03565	5275.03955	5486.14152	
RAD	13	14	5324.03906	0.145	5227.03565	0.140	5276.03467	0.235	5213.04102	0.120	5371.03320	5306.03125	5337.03857	5529.15549	
RAD	13	15	5363.02881	0.160	5280.02881	0.155	5301.02832	0.185	5252.03467	0.130	5415.02930	5357.02344	5369.03027	5577.14119	
RAD	13	16	5330.04297	0.140	5286.03662	0.130	5265.03711	0.240	5244.04199	0.125	5380.03711	5319.03809	5336.04346	5555.13287	
RAD	13	17	5347.04102	0.135	5252.03906	0.145	5293.03711	0.225	5234.05322	0.120	5397.03565	5342.03565	5359.04199	5561.15215	
RAD	13	18	5257.04443	0.145	5202.03906	0.145	5205.04346	0.235	5137.04736	0.130	5304.03516	5241.04199	5263.04492	5440.15579	
RAD	13	19	5306.03467	0.125	5249.03076	0.125	5244.03272	0.225	5207.04199	0.110	5363.03125	5308.03076	5327.03613	5544.13915	
RAD	13	20	5221.03125	0.145	5122.03223	0.150	5150.03027	0.320	5098.03857	0.130	5252.03027	5202.02930	5221.03125	5430.14071	
